Name,Symbol,Formula,Code,Description
steampunk-goggles,릩,"=UNICHAR(HEX2DEC(""b9a9""))",b9a9,Steampunk goggles: Protect the face from the wind and probably from X rays. (eye glass mask steampunk)
steamroller,릪,"=UNICHAR(HEX2DEC(""b9aa""))",b9aa,"Steamroller: A heavy construction machinery used for leveling surfaces, such as roads or concrete fields. (vehicle)"
steel-claws-2,릫,"=UNICHAR(HEX2DEC(""b9ab""))",b9ab,Steel claws: Three sharp metal blades that would leave stripes on the victim. (blade metal spike)
steel-claws,리,"=UNICHAR(HEX2DEC(""b9ac""))",b9ac,Steel claws: Three sharp metal blades that would leave stripes on the victim. (blade metal spike)
steel-door,릭,"=UNICHAR(HEX2DEC(""b9ad""))",b9ad,"Steel door: What's behind? Without the corresponding key, it's impossible to say. (door lock metal police)"
steeltoe-boots,릮,"=UNICHAR(HEX2DEC(""b9ae""))",b9ae,Steeltoe boots: These special shoes preserve the feet of labourers from anything heavy that might fall by accident. (armor boot metal)
steelwing-emblem,릯,"=UNICHAR(HEX2DEC(""b9af""))",b9af,Steelwing emblem: Fit perfectly on a car (metal symbol wing)
steering-wheel,린,"=UNICHAR(HEX2DEC(""b9b0""))",b9b0,Steering wheel: Round command to drive a car and change direction at intersections. (car vehicle)
stegosaurus-scales,릱,"=UNICHAR(HEX2DEC(""b9b1""))",b9b1,Stegosaurus scales: Large defensive armored parts along the back of this ferocious dinosaur from the Jurassic. (armor reptile)
stethoscope,릲,"=UNICHAR(HEX2DEC(""b9b2""))",b9b2,Stethoscope: Medical instrument used by doctors and surgeons to listen to chests for heart beats. (heart life tool)
steyr-aug,릳,"=UNICHAR(HEX2DEC(""b9b3""))",b9b3,"Steyr AUG: Austrian rifle, Armee-Universal-Gewehr (gun police weapon)"
stick-frame,릴,"=UNICHAR(HEX2DEC(""b9b4""))",b9b4,Stick frame: A simple support to build strong walls during the construction of housings. (container stone-age wood)
stick-grenade,릵,"=UNICHAR(HEX2DEC(""b9b5""))",b9b5,Stick grenade: Model 24 Stielhandgranate was also called a potato masher during World Wars. (bomb weapon world-wars)
stick-splitting,릶,"=UNICHAR(HEX2DEC(""b9b6""))",b9b6,Stick splitting: Break a branch of timber in two pieces with a sharp blade or only with your hands with a karate move. (action wood)
sticking-plaster,릷,"=UNICHAR(HEX2DEC(""b9b7""))",b9b7,Sticking plaster: Use this adhesive strip to keep the wounded area safe from infection. (blood life)
sticky-boot,릸,"=UNICHAR(HEX2DEC(""b9b8""))",b9b8,Sticky boot: A powerful gum is attached to the tread. (boot trap)
stigmata,릹,"=UNICHAR(HEX2DEC(""b9b9""))",b9b9,Stigmata: Jesus had blood in his hands on the cross. (blood hand)
stiletto-2,릺,"=UNICHAR(HEX2DEC(""b9ba""))",b9ba,Stiletto: A short blade used by spies. (blade)
stiletto,릻,"=UNICHAR(HEX2DEC(""b9bb""))",b9bb,Stiletto: A short blade used by spies. (blade)
stitched-wound,림,"=UNICHAR(HEX2DEC(""b9bc""))",b9bc,Stitched wound: (blood)
stockpiles,립,"=UNICHAR(HEX2DEC(""b9bd""))",b9bd,Stockpiles: A big pile of sand with material extracted from a near by quarry and brought throught a conveyor belt. (building machine)
stomach,릾,"=UNICHAR(HEX2DEC(""b9be""))",b9be,Stomach: Organ located in the belly in charge of digesting food and drinks with strong acids. (anatomy food)
stomp-tornado,릿,"=UNICHAR(HEX2DEC(""b9bf""))",b9bf,Stomp tornado: A devastating typhoon is about to wreck everything on its path. (sky)
stomp,맀,"=UNICHAR(HEX2DEC(""b9c0""))",b9c0,Stomp: An elephant foot producing a lot of noise and tremors when hitting the ground. (animal)
stone-axe,링,"=UNICHAR(HEX2DEC(""b9c1""))",b9c1,Stone axe: How many mammoths did succumb to this rudimentary piece of technology? (axe stone stone-age)
stone-block,맂,"=UNICHAR(HEX2DEC(""b9c2""))",b9c2,Stone block: Work with this cube of concrete to build a strong wall or sculpt it into a petrified statue. (block stone)
stone-bridge,맃,"=UNICHAR(HEX2DEC(""b9c3""))",b9c3,"Stone bridge: This arch is better than a ford to cross a river, especially if the stream is getting wild. (bridge stone)"
stone-bust,맄,"=UNICHAR(HEX2DEC(""b9c4""))",b9c4,Stone bust: This piece of art from a museum is a marble statue representing the muscular chest of some famous ancient aristocrat. (body greek-roman statue stone)
stone-crafting,맅,"=UNICHAR(HEX2DEC(""b9c5""))",b9c5,Stone crafting: To sculpt a statue or a bench from a rough rock. (action cross hammer stone tool)
stone-path,맆,"=UNICHAR(HEX2DEC(""b9c6""))",b9c6,Stone path: This road is freshly paved and leads to Roma. (greek-roman stone)
stone-pile,맇,"=UNICHAR(HEX2DEC(""b9c7""))",b9c7,Stone pile: Large rough rocks from a quarry ready to be mined to build walls or extract the ore. (catan stone)
stone-spear,마,"=UNICHAR(HEX2DEC(""b9c8""))",b9c8,"Stone spear: Every time a dinosaur glimpses the tip of this rudimentary hunting weapon, it can be sure that Joe and Mac won't let it flee alive. (arrow stone stone-age weapon)"
stone-sphere,막,"=UNICHAR(HEX2DEC(""b9c9""))",b9c9,Stone sphere: A paleolithic ball to play soccer. (ball stone)
stone-stack,맊,"=UNICHAR(HEX2DEC(""b9ca""))",b9ca,Stone stack: A pile of rounded rocks in perfect balance on their centers of gravity. This constructions are often found on the seashore. (nature stone)
stone-tablet,맋,"=UNICHAR(HEX2DEC(""b9cb""))",b9cb,Stone tablet: Some mighty prophecies are carved in the marble. (stone stone-age)
stone-throne,만,"=UNICHAR(HEX2DEC(""b9cc""))",b9cc,Stone throne: A more conventional seat than the Iron Throne for a king. (household stone)
stone-tower,맍,"=UNICHAR(HEX2DEC(""b9cd""))",b9cd,Stone tower: A classic defense structure in wall corners. No flag floating on top. (building stone)
stone-wall,많,"=UNICHAR(HEX2DEC(""b9ce""))",b9ce,Stone wall: An ancient fortified barrier. (building stone)
stone-wheel,맏,"=UNICHAR(HEX2DEC(""b9cf""))",b9cf,Stone wheel: This belongs to old carts using in primitive agriculture. It can also grind seeds. (stone stone-age)
stoned-skull,말,"=UNICHAR(HEX2DEC(""b9d0""))",b9d0,Stoned skull: A stunned skull under influence. It may need to rest a bit. (skull state)
stop-sign,맑,"=UNICHAR(HEX2DEC(""b9d1""))",b9d1,"Stop sign: When you see this red octagon on the road, you need to stop your vehicle. (gui symbol)"
stopwatch-2,맒,"=UNICHAR(HEX2DEC(""b9d2""))",b9d2,Stopwatch: A chronometer ready to measure a duration or a period. (sport time)
stopwatch,맓,"=UNICHAR(HEX2DEC(""b9d3""))",b9d3,Stopwatch: A chronometer ready to measure a duration or a period. (sport time)
stork-delivery,맔,"=UNICHAR(HEX2DEC(""b9d4""))",b9d4,Stork delivery: A new born baby is being expressly transported through the sky to its parents. Let's hope it won't get kidnapped by Kamek. (bag bird life)
strafe,맕,"=UNICHAR(HEX2DEC(""b9d5""))",b9d5,Strafe: Two bullets beam coming from the front of an aircraft. (science-fiction space vehicle)
straight-pipe,맖,"=UNICHAR(HEX2DEC(""b9d6""))",b9d6,Straight pipe: A hollow stick. This tube can distribute water or other liquids. (metal)
strawberry,맗,"=UNICHAR(HEX2DEC(""b9d7""))",b9d7,"Strawberry: Sweet red berry used in cakes, yogurts and ice creams. (fruit)"
street-light,맘,"=UNICHAR(HEX2DEC(""b9d8""))",b9d8,Street light: To move down the road during night time when darkness is everywhere. (light)
striking-arrows,맙,"=UNICHAR(HEX2DEC(""b9d9""))",b9d9,Striking arrows: Multiple end points are designated simultaneously by this trio of spreading arrows. (arrow)
striking-balls,맚,"=UNICHAR(HEX2DEC(""b9da""))",b9da,Striking balls: Rounded bullets falling to an imminent impact. (ball explosion trap)
striking-clamps,맛,"=UNICHAR(HEX2DEC(""b9db""))",b9db,"Striking clamps: They are going to fast, that their tip is getting round. (arrow)"
striking-diamonds,맜,"=UNICHAR(HEX2DEC(""b9dc""))",b9dc,Striking diamonds: Sharp icicle falling in a dangerous flock. (glass spike)
striking-splinter,망,"=UNICHAR(HEX2DEC(""b9dd""))",b9dd,Striking splinter: (explosion)
striped-sun,맞,"=UNICHAR(HEX2DEC(""b9de""))",b9de,"Striped sun: A sunset in a digital world, during an isometric car race. (star symbol)"
striped-sword,맟,"=UNICHAR(HEX2DEC(""b9df""))",b9df,"Striped sword: A long blow, slicing the air and about to atomize a shield or an armor in millions fragments. (blade)"
strong-man,맠,"=UNICHAR(HEX2DEC(""b9e0""))",b9e0,Strong man: A big moustache and a stripped swimming suit is all you need to carry heavy weights. (body circus sport)
strong,맡,"=UNICHAR(HEX2DEC(""b9e1""))",b9e1,"Strong: World's a jungle, big brain or big muscles, choice is yours. (body state)"
strongbox,맢,"=UNICHAR(HEX2DEC(""b9e2""))",b9e2,"Strongbox: A small treasure is kept in this heavy safe, deep in the bank's vault. (container door lock money)"
stump-regrowth,맣,"=UNICHAR(HEX2DEC(""b9e3""))",b9e3,Stump regrowth: Live always find a way to come back event in the case of a tree which has been cut. (life wood)
stun-grenade,매,"=UNICHAR(HEX2DEC(""b9e4""))",b9e4,Stun grenade: Flashbang used to disorientate enemies during an attack with a loud bang and flashing lights. (bomb police)
submarine-missile,맥,"=UNICHAR(HEX2DEC(""b9e5""))",b9e5,Submarine missile: This nuclea missile will travel long distances to hit another continent. (sea weapon)
submarine,맦,"=UNICHAR(HEX2DEC(""b9e6""))",b9e6,"Submarine: Nuclear propelled war machine, ready to fire torpedos under water. (boat sea)"
subway-pass,맧,"=UNICHAR(HEX2DEC(""b9e7""))",b9e7,Subway pass: A train ticket to access a subway station and travel underground. (lock)
subway-train,맨,"=UNICHAR(HEX2DEC(""b9e8""))",b9e8,Subway train: An underground train to travel fast under cities. (vehicle)
subway,맩,"=UNICHAR(HEX2DEC(""b9e9""))",b9e9,Subway: Underground train that serve several stations in cities. (vehicle)
suckered-tentacle,맪,"=UNICHAR(HEX2DEC(""b9ea""))",b9ea,Suckered tentacle: The kind of disgusting arm that try to grab the poor Isaac Clarke in the Dead Space ship. (tentacle)
sugar-cane,맫,"=UNICHAR(HEX2DEC(""b9eb""))",b9eb,Sugar cane: Long crops growing in tropical swamps like bamboo and harvested to produce the famous sweet white powder. (farm plant)
suicide,맬,"=UNICHAR(HEX2DEC(""b9ec""))",b9ec,Suicide: To hang by the neck. (death string)
suitcase,맭,"=UNICHAR(HEX2DEC(""b9ed""))",b9ed,Suitcase: A container to carry belongings during long trips on vacations. (bag)
suits,맮,"=UNICHAR(HEX2DEC(""b9ee""))",b9ee,"Suits: The four suits of a traditional French playing card deck: Spade, Heart, Club and Diamond (board heart toy)"
summits,맯,"=UNICHAR(HEX2DEC(""b9ef""))",b9ef,"Summits: Mountain tops with snow in the morning, when the sun is rising. (ice nature stone)"
sun-cloud,맰,"=UNICHAR(HEX2DEC(""b9f0""))",b9f0,Sun cloud: Almost clear weather in the sky. (sky star)
sun-priest,맱,"=UNICHAR(HEX2DEC(""b9f1""))",b9f1,Sun priest: A shaman obsessed with the biggest star of our planetary system. (body star)
sun-radiations,맲,"=UNICHAR(HEX2DEC(""b9f2""))",b9f2,Sun radiations: Use cream to protect from this dangerous UV rays. (explosion star)
sun-spear,맳,"=UNICHAR(HEX2DEC(""b9f3""))",b9f3,Sun spear: A bright star pierced by a long non melting spear. (arrow game-of-thrones star)
sun,맴,"=UNICHAR(HEX2DEC(""b9f4""))",b9f4,Sun: The huge stars that baths Earth and other planet with its vital energy. (light mexico sky star)
sunbeams,맵,"=UNICHAR(HEX2DEC(""b9f5""))",b9f5,Sunbeams: Rays illuminating the atmosphere. (light star vampire)
sundial,맶,"=UNICHAR(HEX2DEC(""b9f6""))",b9f6,Sundial: Calculate the time of the day according to shadows casted by our star. (light star time)
sunflower,맷,"=UNICHAR(HEX2DEC(""b9f7""))",b9f7,Sunflower: This bright and yellow flower always face the sun during its revolution ; it is harvested to produce oil. (farm plant star)
sunglasses,맸,"=UNICHAR(HEX2DEC(""b9f8""))",b9f8,Sunglasses: Opaque glasses to protect eyes from the blinding brightness of the sun during beautiful days. There's no real use to keep wearing shades when it's dark. (eye glass head)
sunken-eye,맹,"=UNICHAR(HEX2DEC(""b9f9""))",b9f9,Sunken eye: This eye deserves some rest to get better. (eye)
sunrise-2,맺,"=UNICHAR(HEX2DEC(""b9fa""))",b9fa,"Sunrise: First lights far on the morning horizon during the aurora, when the coldness of the night goes away. (nature sky star)"
sunrise,맻,"=UNICHAR(HEX2DEC(""b9fb""))",b9fb,"Sunrise: First lights far on the morning horizon during the aurora, when the coldness of the night goes away. (nature sky star)"
sunset,맼,"=UNICHAR(HEX2DEC(""b9fc""))",b9fc,"Sunset: During dusk, the sun disappears behind the horizon. It's the end of the day, the Milky Way is ready to shine. (nature sky star)"
super-mushroom,맽,"=UNICHAR(HEX2DEC(""b9fd""))",b9fd,"Super mushroom: A magic mushroom may give special abilities, like being a giant or being invicible. (mushroom poison super-mario)"
supersonic-arrow,맾,"=UNICHAR(HEX2DEC(""b9fe""))",b9fe,Supersonic arrow: A bowman attempting to hunt a sparrowhawk from the Concord. (arrow)
supersonic-bullet,맿,"=UNICHAR(HEX2DEC(""b9ff""))",b9ff,Supersonic bullet: This travels at the speed of sound. (gun target weapon)
surf-board,먀,"=UNICHAR(HEX2DEC(""ba00""))",ba00,Surf board: Catch the wave during a warm summy afternoon on the beach. (australia sea sport)
surfer-van,먁,"=UNICHAR(HEX2DEC(""ba01""))",ba01,Surfer van: A camper van to drive to the beach and catch waves. (australia sea vehicle)
surprised-skull,먂,"=UNICHAR(HEX2DEC(""ba02""))",ba02,"Surprised skull: An astonished skull, struck by terror. (skull state)"
surprised,먃,"=UNICHAR(HEX2DEC(""ba03""))",ba03,Surprised: Astonished about an unpredictable event or sudden idea. (body state)
surrounded-eye,먄,"=UNICHAR(HEX2DEC(""ba04""))",ba04,Surrounded eye: Too many targets to look at! Blink or be blind by all the visual information flooding your receptors. (eye)
surrounded-shield,먅,"=UNICHAR(HEX2DEC(""ba05""))",ba05,"Surrounded shield: Opponents are all around this lonely solider in a defensive stance, threatening its life with their lances. (body shield)"
sushis,먆,"=UNICHAR(HEX2DEC(""ba06""))",ba06,Sushis: A portion of rice with a slice of salmon on top. (fish food ninja)
suspension-bridge,먇,"=UNICHAR(HEX2DEC(""ba07""))",ba07,Suspension bridge: The deck is hung by suspension cables attached to pylons. (bridge)
suspicious,먈,"=UNICHAR(HEX2DEC(""ba08""))",ba08,Suspicious: This person is hoping to trust the situation by bending the environment to its dominant will power. (body state)
sverd-i-fjell,먉,"=UNICHAR(HEX2DEC(""ba09""))",ba09,Sverd I Fjell: Those 3 massive swords in a rock form a commemorative monument located in Norway dedicated to the Battle of Hafrsfjord. (blade building viking)
swallow-2,먊,"=UNICHAR(HEX2DEC(""ba0a""))",ba0a,Swallow: This tiny and liveful bird brings spring with it when it comes back. (bird)
swallow,먋,"=UNICHAR(HEX2DEC(""ba0b""))",ba0b,Swallow: This tiny and liveful bird brings spring with it when it comes back. (bird)
swallower,먌,"=UNICHAR(HEX2DEC(""ba0c""))",ba0c,Swallower: It can engulf anything with its big appetite. (creature mouth)
swamp-bat,먍,"=UNICHAR(HEX2DEC(""ba0d""))",ba0d,Swamp bat: Attached upside down on the ceiling of a muddy cave. (creature mammal vampire)
swamp,먎,"=UNICHAR(HEX2DEC(""ba0e""))",ba0e,Swamp: A muddy place full of frogs and mosquitoes. Like a dirty pond in the middle of wetlands where lily pads and reed grow. (liquid nature plant)
swan-breeze,먏,"=UNICHAR(HEX2DEC(""ba0f""))",ba0f,Swan breeze: Wind shape looking like a bird. (sky spike)
swan,먐,"=UNICHAR(HEX2DEC(""ba10""))",ba10,Swan: A majestic bird with a long neck often used in Houses emblems. (animal bird)
swap-bag,먑,"=UNICHAR(HEX2DEC(""ba11""))",ba11,Swap bag: A purse containing coins to buy useful items at shops. The closing knot of this pouch must be well tight. (bag household money)
swimfins,먒,"=UNICHAR(HEX2DEC(""ba12""))",ba12,Swimfins: Divers put these plastic extensions to their feet to increase their swimming speed. With flippers under water moves are easier. (boot sea)
swipe-card,먓,"=UNICHAR(HEX2DEC(""ba13""))",ba13,Swipe card: A credit card to withdraw money at ATMs or buy stuffs in shops. (money)
swirl-ring,먔,"=UNICHAR(HEX2DEC(""ba14""))",ba14,Swirl ring: Gust of wind revolving around an invisible pole. (sky spike)
swirl-string,먕,"=UNICHAR(HEX2DEC(""ba15""))",ba15,Swirl string: Delicate movement. (spike)
swirled-shell,먖,"=UNICHAR(HEX2DEC(""ba16""))",ba16,Swirled shell: A curled succession of vertebrae. (bone shell)
swiss-army-knife,먗,"=UNICHAR(HEX2DEC(""ba17""))",ba17,"Swiss army knife: So many tools packed in this tiny widget! A screwdriver, files, blades and even a corkscrew. (blade tool)"
switch-weapon,먘,"=UNICHAR(HEX2DEC(""ba18""))",ba18,Switch weapons: Choose an alternate combination in your equipment depending on the weakness of your enemies. (action weapon)
switchblade,먙,"=UNICHAR(HEX2DEC(""ba19""))",ba19,Switchblade: An automatic flick knife that slide the blade after a press on a button thanks to a spring. (blade police)
switzerland,먚,"=UNICHAR(HEX2DEC(""ba1a""))",ba1a,"Switzerland: A small European country located in the Alps, where chocolate, watches and banks grow along lakes. (map)"
sword-altar,먛,"=UNICHAR(HEX2DEC(""ba1b""))",ba1b,Sword altar: This magic sword is waiting for the right hero through the centuries. (blade zelda)
sword-array,먜,"=UNICHAR(HEX2DEC(""ba1c""))",ba1c,"Sword array: A swords rack, to make selecting the best one easier. (blade)"
sword-brandish,먝,"=UNICHAR(HEX2DEC(""ba1d""))",ba1d,Sword brandish: Show your mighty sword to inspire your allies with courage and frighten the opponents during your conquest. (blade hand weapon)
sword-break,먞,"=UNICHAR(HEX2DEC(""ba1e""))",ba1e,"Sword break: The shock was too forceful, both blades are broken and will need to go back to the forge. (blade spike)"
sword-clash,먟,"=UNICHAR(HEX2DEC(""ba1f""))",ba1f,Sword clash: This metal confrontation during an attack can create some sparks between the opponents. (blade cross weapon)
sword-hilt,먠,"=UNICHAR(HEX2DEC(""ba20""))",ba20,"Sword hilt: A decorated handle aimed to protect fingers against an enemy hit, like during fencing. (blade)"
sword-in-stone,먡,"=UNICHAR(HEX2DEC(""ba21""))",ba21,"Sword in stone: Excalibur is waiting for Arthur, the only person able to extract it from the rock. (blade celtic stone weapon)"
sword-mold,먢,"=UNICHAR(HEX2DEC(""ba22""))",ba22,Sword mold: A blacksmith turning raw metal scrapes into a sharp weapon. (blade metal)
sword-slice,먣,"=UNICHAR(HEX2DEC(""ba23""))",ba23,Sword slice: A large watermelon is powerless against a quick attack and will end in two halves. (ball blade ninja)
sword-smithing,먤,"=UNICHAR(HEX2DEC(""ba24""))",ba24,Sword smithing: Art of a blacksmith who crafts blades hitting the bare metal on his anvil. (blade tool)
sword-spade,먥,"=UNICHAR(HEX2DEC(""ba25""))",ba25,"Sword and spade: When your peons are not digging with their shovels, they must be ready to fight. (blade cross tool weapon)"
sword-spin,먦,"=UNICHAR(HEX2DEC(""ba26""))",ba26,Sword spin: A cyclic choreography to impress opponents or charm ladies. (blade)
sword-tie,먧,"=UNICHAR(HEX2DEC(""ba27""))",ba27,Sword tie: The master of arms have a broad range of weapons to select from. (blade body)
sword-wound,먨,"=UNICHAR(HEX2DEC(""ba28""))",ba28,Sword wound: Blood and flesh is thrown after this impact. (blade)
swordman,먩,"=UNICHAR(HEX2DEC(""ba29""))",ba29,Swordman: A fighter with blade and shield. (body shield)
swords-emblem,먪,"=UNICHAR(HEX2DEC(""ba2a""))",ba2a,"Swords emblem: Two crossed swords behind a shield, heraldic symbol of powerful lords and knights. (blade shield)"
swords-power,먫,"=UNICHAR(HEX2DEC(""ba2b""))",ba2b,Swords power: This warrior is a blade master that summons higher energy spirits. This crucial moment is full of glory. (blade cross)
swordwoman,먬,"=UNICHAR(HEX2DEC(""ba2c""))",ba2c,Swordwoman: A female fighter in the rage of a battle. (body shield)
sydney-opera-house,먭,"=UNICHAR(HEX2DEC(""ba2d""))",ba2d,Sydney Opera House: A famous landmarks in New South Wales. (australia building)
syringe-2,먮,"=UNICHAR(HEX2DEC(""ba2e""))",ba2e,Syringe: (chemical)
syringe,먯,"=UNICHAR(HEX2DEC(""ba2f""))",ba2f,Syringe: (chemical)
t-brick,먰,"=UNICHAR(HEX2DEC(""ba30""))",ba30,T Brick: (block)
t-rex-skull,먱,"=UNICHAR(HEX2DEC(""ba31""))",ba31,T Rex skull: A dinosaur cranium of an extinct species found during excavation. (reptile skull)
t-shirt,먲,"=UNICHAR(HEX2DEC(""ba32""))",ba32,T Shirt: A simple regular shirt that fit every situation from casual to elegant. (clothing)
tabi-boot,먳,"=UNICHAR(HEX2DEC(""ba33""))",ba33,Tabi boot: Light shoes with no hard sole producing loud noises. This way discretion is optimal. (boot ninja)
table,먴,"=UNICHAR(HEX2DEC(""ba34""))",ba34,"Table: A table is an essential furniture in a kitchen to have a meal, work or play a board game. (household wood)"
tablet,먵,"=UNICHAR(HEX2DEC(""ba35""))",ba35,Tablet: A big portable screen to browse the web from your sofa. (electronic gui)
tabletop-players,먶,"=UNICHAR(HEX2DEC(""ba36""))",ba36,Tabletop players: 2 people playing a board game around a table. (board body)
tacos,먷,"=UNICHAR(HEX2DEC(""ba37""))",ba37,Tacos: Mexican wrap with hot chili. (food mexico)
tadpole,머,"=UNICHAR(HEX2DEC(""ba38""))",ba38,Tadpole: A small amphibian larva that will soon grow into a frog. (fish reptile)
take-my-money,먹,"=UNICHAR(HEX2DEC(""ba39""))",ba39,Take my money: A handful of cash ready to compulsively buy an expensive thing. The wallet looks empty afterwards. (hand money)
talk,먺,"=UNICHAR(HEX2DEC(""ba3a""))",ba3a,Talk: These speech bubbles represent a discussion between people exchanging ideas verbally. (action gui sound)
tall-bridge,먻,"=UNICHAR(HEX2DEC(""ba3b""))",ba3b,Tall bridge: A long concrete road across a river or an estuary. (bridge sea)
tally-mark-5,먼,"=UNICHAR(HEX2DEC(""ba3c""))",ba3c,Tally mark 5: Five days has passed in this jail… (stone-age time)
tambourine,먽,"=UNICHAR(HEX2DEC(""ba3d""))",ba3d,Tambourine: This moon-shaped hand-drum has small cymbals to produce a metallic sound. (musical-instrument)
tangerine,먾,"=UNICHAR(HEX2DEC(""ba3e""))",ba3e,"Tangerine: A small version of an orange, a cousin of mandarine. (food fruit)"
tank-top,먿,"=UNICHAR(HEX2DEC(""ba3f""))",ba3f,"Tank top: A sleeveless shirt, perfect during a warm summer or exercise at the gym. (clothing sport)"
tank-tread,멀,"=UNICHAR(HEX2DEC(""ba40""))",ba40,"Tank tread: Tanks have no wheels but can reach pretty much any destination nonetheless, even behind obstacles. (vehicle world-wars)"
tank,멁,"=UNICHAR(HEX2DEC(""ba41""))",ba41,Tank: An armored truck from the army that shots bombshells from its turret on enemy lines. (vehicle world-wars)
tanzania,멂,"=UNICHAR(HEX2DEC(""ba42""))",ba42,Tanzania: Country of South East Africa. Its capital is Dodoma. (map)
tap,멃,"=UNICHAR(HEX2DEC(""ba43""))",ba43,Tap: Where you connect the hose to provide water when open or simply drink in the kitchen. (household liquid)
tapir,멄,"=UNICHAR(HEX2DEC(""ba44""))",ba44,Tapir: A mix of pig and elephant living in South America. (mammal)
target-arrows,멅,"=UNICHAR(HEX2DEC(""ba45""))",ba45,Target arrows: Two arrows crossed in the center of what they aim at. (arrow cross target)
target-dummy,멆,"=UNICHAR(HEX2DEC(""ba46""))",ba46,Target dummy: Fake body silhouette to practice archery. (body target)
target-laser,멇,"=UNICHAR(HEX2DEC(""ba47""))",ba47,Target laser: (target)
target-poster,멈,"=UNICHAR(HEX2DEC(""ba48""))",ba48,Target poster: A hand painted target to practice on a low budget. (target)
target-prize,멉,"=UNICHAR(HEX2DEC(""ba49""))",ba49,"Target prize: At the end of the competition, a trophy is the final stage. (arrow rank)"
target-shot,멊,"=UNICHAR(HEX2DEC(""ba4a""))",ba4a,"Target shot: A javelin crossing the round goal just in the center in a long diagonal, acting like a compass. (arrow target)"
targeted,멋,"=UNICHAR(HEX2DEC(""ba4b""))",ba4b,Targeted: (target)
targeting,멌,"=UNICHAR(HEX2DEC(""ba4c""))",ba4c,Targeting: Skill full snipers aim at a distant object with high precision through a digital sight. (action science-fiction target)
tattered-banner,멍,"=UNICHAR(HEX2DEC(""ba4d""))",ba4d,Tattered banner: Float on top of castle roofs. (flag)
taurus,멎,"=UNICHAR(HEX2DEC(""ba4e""))",ba4e,Taurus: Bull star constellation - Zodiacal sign from April to May (symbol)
tavern-sign,멏,"=UNICHAR(HEX2DEC(""ba4f""))",ba4f,Tavern sign: A bar to have a good ale and maybe a room to get some rest. (liquid wood)
teacher,멐,"=UNICHAR(HEX2DEC(""ba50""))",ba50,Teacher: This trainer shares knowledge to students using a blackboard in a school classroom. Education by a good professor is the key to wisdom. (action body rank)
team-downgrade,멑,"=UNICHAR(HEX2DEC(""ba51""))",ba51,Team downgrade: The members of this group have less power than before. Next year they'll join the second league. (board body rank)
team-idea,멒,"=UNICHAR(HEX2DEC(""ba52""))",ba52,Team idea: A light-bulb appears during a shared intuition. (action)
team-upgrade,멓,"=UNICHAR(HEX2DEC(""ba53""))",ba53,Team upgrade: The members of this group just gain extra values. They have increased their abilities. (board body rank)
teapot-leaves,메,"=UNICHAR(HEX2DEC(""ba54""))",ba54,Teapot leaves: This kettle contains a hot liquid preparation made of smashed tea from Asia and poured into small rounded cups. (kitchenware liquid ninja)
teapot,멕,"=UNICHAR(HEX2DEC(""ba55""))",ba55,Teapot: This boiling kettle will provide life juice for an Englishman. (food kitchenware liquid steampunk)
tear-tracks,멖,"=UNICHAR(HEX2DEC(""ba56""))",ba56,Tear tracks: When your eyes turn into waterfall during a sad moment or when the pain is too intense. (eye head liquid mask)
tearing,멗,"=UNICHAR(HEX2DEC(""ba57""))",ba57,Tearing: Cutting through a fabric with a sword. (action blade)
tec-9,멘,"=UNICHAR(HEX2DEC(""ba58""))",ba58,TEC 9: A cheap semi automatic pistol easy to hack. (gun weapon)
techno-heart,멙,"=UNICHAR(HEX2DEC(""ba59""))",ba59,"Techno heart: An artificial beating pump, the pinnacle of researches in biotechnologies. (heart robot science-fiction)"
tee-pipe,멚,"=UNICHAR(HEX2DEC(""ba5a""))",ba5a,Tee pipe: A junction made by a plumber in a pipeline to split the flux. (building)
telefrag,멛,"=UNICHAR(HEX2DEC(""ba5b""))",ba5b,Telefrag: Instant death after teleporting to an hostile place. (death skull)
telepathy,멜,"=UNICHAR(HEX2DEC(""ba5c""))",ba5c,Telepathy: Inter-mind communication between twins or psychic persons. It's even easier if they are clones. (body)
teleport,멝,"=UNICHAR(HEX2DEC(""ba5d""))",ba5d,"Teleport: To travel to a far location in a blink, preferably on board of the Enterprise. (action body)"
telescope,멞,"=UNICHAR(HEX2DEC(""ba5e""))",ba5e,Telescope: To watch the stars and deep space. (star tool)
telescopic-baton,멟,"=UNICHAR(HEX2DEC(""ba5f""))",ba5f,Telescopic baton: A retractable stick used by police forces during interventions. (weapon)
teller-mine,멠,"=UNICHAR(HEX2DEC(""ba60""))",ba60,Teller mine: A German sneaky explosive hidden in the grounds of the World War II battlefields. (bomb trap weapon world-wars)
templar-eye,멡,"=UNICHAR(HEX2DEC(""ba61""))",ba61,Templar eye: A large focus eye above a cross mark on the cheek. It's probably a sentry in an old treasure room. (cross eye)
templar-heart,멢,"=UNICHAR(HEX2DEC(""ba62""))",ba62,"Templar heart: A heart symbol belonging to an ancient secret organisation of knights, like a holy artifact. (cross heart)"
templar-shield,멣,"=UNICHAR(HEX2DEC(""ba63""))",ba63,Templar shield: To protect knights going on a crusade. (cross shield)
temple-door,멤,"=UNICHAR(HEX2DEC(""ba64""))",ba64,"Temple door: Behind the veil, a dark chamber full of treasures and secrets. No need for a key to penetrate this ancient tomb. (door)"
